Dates,Tickers,Tenor,DeltaStrike,Type,Data
20250328,FX.USDJPY.VOL::2Y::ATM::MID,2Y,ATM,ATM,0.0931
20250528,FX.USDJPY.VOL::2Y::ATM::MID,2Y,ATM,ATM,0.0971
20250429,FX.USDJPY.VOL::2Y::ATM::MID,2Y,ATM,ATM,0.0983
20250529,FX.USDJPY.VOL::2Y::ATM::MID,2Y,ATM,ATM,0.0978
20250430,FX.USDJPY.VOL::2Y::ATM::MID,2Y,ATM,ATM,0.0988
20250530,FX.USDJPY.VOL::2Y::ATM::MID,2Y,ATM,ATM,0.0973
20250331,FX.USDJPY.VOL::2Y::ATM::MID,2Y,ATM,ATM,0.0945
20250401,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1084
20250501,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1182
20250402,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1067
20250602,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1201
20250502,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1202
20250403,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1227
20250303,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1092
20250404,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1309
20250304,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1163
20250305,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1166
20250505,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1277
20250306,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1188
20250506,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1272
20250407,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1352
20250307,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1187
20250507,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1223
20250408,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1349
20250508,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1146
20250409,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1351
20250509,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1135
20250410,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1372
20250310,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.122
20250411,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1524
20250311,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1197
20250312,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1107
20250512,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1042
20250313,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1064
20250513,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.0962
20250414,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1413
20250314,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1017
20250514,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1049
20250415,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1365
20250515,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1111
20250416,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1393
20250516,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1082
20250417,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1284
20250317,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1021
20250418,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1263
20250318,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1011
20250319,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.0968
20250519,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1129
20250320,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.0963
20250520,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1107
20250421,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1392
20250321,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.096
20250521,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1212
20250422,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1352
20250522,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1153
20250423,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1257
20250523,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1207
20250424,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1187
20250224,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1079
20250324,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.0945
20250425,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.119
20250225,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1096
20250325,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.094
20250226,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1087
20250326,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.0938
20250526,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1234
20250227,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1043
20250327,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.0927
20250527,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1179
20250428,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1239
20250228,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1075
20250328,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.0924
20250528,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1116
20250429,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1245
20250529,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1148
20250430,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1227
20250530,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.113
20250331,FX.USDJPY.VOL::1M::ATM::MID,1M,ATM,ATM,0.1024
20250401,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0067
20250501,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0093
20250402,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0067
20250602,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0097
20250502,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0097
20250403,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0071
20250303,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0068
20250404,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0078
20250304,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.007
20250305,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0076
20250505,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0093
20250306,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0078
20250506,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0093
20250407,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0099
20250307,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0078
20250507,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0084
20250408,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.011
20250508,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0084
20250409,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.013
20250509,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0085
20250410,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0133
20250310,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0077
20250411,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0169
20250311,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0076
20250312,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.007
20250512,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0076
20250313,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0068
20250513,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0082
20250414,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0143
20250314,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0063
20250514,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0097
20250415,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0143
20250515,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.01
20250416,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0137
20250516,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0097
20250417,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0119
20250317,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0064
20250418,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0121
20250318,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0061
20250319,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.006
20250519,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0104
20250320,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0061
20250520,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0093
20250421,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0128
20250321,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.006
20250521,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0093
20250422,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0121
20250522,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0095
20250423,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0111
20250523,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0095
20250424,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0096
20250224,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0064
20250324,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0059
20250425,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0095
20250225,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0066
20250325,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0061
20250226,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0069
20250326,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0064
20250526,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0095
20250227,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0064
20250327,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0063
20250527,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0094
20250428,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0094
20250228,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0068
20250328,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0065
20250528,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0098
20250429,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0096
20250529,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0098
20250430,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0096
20250530,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0098
20250331,FX.USDJPY.VOL::2M::10DBF::MID,2M,10,BF,0.0068
20250401,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250501,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0042
20250402,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250602,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0042
20250502,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0042
20250403,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250303,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250404,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.004
20250304,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250305,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250505,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0042
20250306,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250506,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0042
20250407,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0042
20250307,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250507,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0042
20250408,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0042
20250508,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0042
20250409,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0048
20250509,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0041
20250410,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0048
20250310,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250411,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0052
20250311,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250312,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250512,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0041
20250313,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250513,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0041
20250414,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.005
20250314,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250514,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0041
20250415,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0049
20250515,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0041
20250416,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0048
20250516,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0041
20250417,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0045
20250317,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250418,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0045
20250318,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250319,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250519,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0041
20250320,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250520,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0041
20250421,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0045
20250321,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250521,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0041
20250422,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0045
20250522,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0041
20250423,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0045
20250523,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0042
20250424,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0043
20250224,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0038
20250324,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250425,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0042
20250225,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0038
20250325,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250226,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0038
20250326,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250526,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0042
20250227,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0038
20250327,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250527,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0042
20250428,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0042
20250228,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250328,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250528,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0041
20250429,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0042
20250529,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0042
20250430,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0042
20250530,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0042
20250331,FX.USDJPY.VOL::2Y::25DBF::MID,2Y,25,BF,0.0039
20250401,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250501,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0045
20250402,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250602,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0045
20250502,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250403,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250303,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250404,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250304,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250305,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250505,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250306,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250506,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250407,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250307,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250507,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250408,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250508,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250409,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0047
20250509,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250410,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0048
20250310,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250411,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0051
20250311,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250312,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250512,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250313,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250513,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250414,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.005
20250314,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250514,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250415,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.005
20250515,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250416,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.005
20250516,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250417,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0047
20250317,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250418,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0047
20250318,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250319,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250519,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250320,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250520,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250421,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0046
20250321,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250521,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250422,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0046
20250522,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250423,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0046
20250523,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250424,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0046
20250224,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250324,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250425,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0046
20250225,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250325,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250226,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250326,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250526,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250227,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250327,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250527,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250428,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0045
20250228,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0043
20250328,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250528,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250429,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0045
20250529,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0045
20250430,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0045
20250530,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0045
20250331,FX.USDJPY.VOL::3Y::25DBF::MID,3Y,25,BF,0.0044
20250401,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0162
20250501,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0203
20250402,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0162
20250602,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.019
20250502,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0221
20250403,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0182
20250303,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0163
20250404,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0209
20250304,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.018
20250305,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0177
20250505,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0228
20250306,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0189
20250506,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0227
20250407,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0243
20250307,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.019
20250507,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.022
20250408,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0251
20250508,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0208
20250409,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0243
20250509,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0211
20250410,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0292
20250310,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0182
20250411,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0333
20250311,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.017
20250312,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0153
20250512,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0167
20250313,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0161
20250513,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0175
20250414,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0286
20250314,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0148
20250514,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0225
20250415,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0262
20250515,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.024
20250416,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0255
20250516,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.023
20250417,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0231
20250317,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0139
20250418,FX.USDJPY.VOL::2M::25DRR::MID,2M,25,RR,-0.0234
